Source,Package name,Package ID,ISBN,Book Title,Year,ISSN,Series Title,Volume,Imprint,Editor(s)/Author(s),Available Online,Shortcut URL
S&T,eBook - Chemical Engineering 2012,EBCCE12,9780444563255,Fuel Cells,2013,,,,Elsevier,Noriko Hikosaka Behling,19-Oct-2012,http://www.sciencedirect.com/science/book/9780444563255
S&T,eBook - Biomedical Science and Medicine 2012,EBCMD12,9780123971906,Nothing but the Tooth,2013,,,,Elsevier,,19-Nov-2012,http://www.sciencedirect.com/science/book/9780123971906
S&T,eBook - Computer Science 2012,EBCCS12,9781597497473,UTM Security with Fortinet,2013,,,,Syngress,"Kenneth Tam, Mart?n H. Hoz Salvador, Ken  McAlpine, Rick Basile, Bruce Matsugu and Josh More",19-Nov-2012,http://www.sciencedirect.com/science/book/9781597497473
S&T,eBook - Computer Science 2012,EBCCS12,9781597499491,Advanced Persistent Threat,2012,,,,Syngress,,19-Nov-2012,http://www.sciencedirect.com/science/book/9781597499491
S&T,eBook - Computer Science 2012,EBCCS12,9781597499507,The Hacker's Guide to OS X,2012,,,,Syngress,"Robert Bathurst, Russ Rogers and Alijohn Ghassemlouei",19-Nov-2012,http://www.sciencedirect.com/science/book/9781597499507
S&T,eBook - Engineering 2012,EBCE12,9781455731268,Surface Preparation Techniques for Adhesive Bonding (Second Edition),2013,,,,William Andrew Publishing,Raymond F. Wegman and James Van Twisk,19-Nov-2012,http://www.sciencedirect.com/science/book/9781455731268
S&T,eBook - Environmental Science 2012,EBCES12,9780124071964,Sustainability Assessment,2013,,,,Academic Press,Mohammad  Ali,19-Nov-2012,http://www.sciencedirect.com/science/book/9780124071964
S&T,eBook - Computer Science 2012,EBCCS12,9781597496414,FISMA and the Risk Management Framework,2012,,,,Syngress,Stephen D. Gantz and Daniel R. Philpott,19-Nov-2012,http://www.sciencedirect.com/science/book/9781597496414
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780124058866,Securing Safe Water Supplies,2013,,,,Academic Press,"Erik  Voigt, Henry  Jaeger and Dietrich  Knorr",19-Nov-2012,http://www.sciencedirect.com/science/book/9780124058866
S&T,eBook - Physics and Astronomy 2012,EBCPA12,9780444538574,Ultracold Bosonic and Fermionic Gases,2012,1572-0934,Contemporary Concepts of Condensed Matter Science,5C,Elsevier,"Kathryn Levin, Alexander L. Fetter, Dan M. Stamper-Kurn",19-Jun-2012,http://www.sciencedirect.com/science/book/9780444538574
S&T,eBook - Materials Science 2012,EBCMS12,9780124157699,Nanobiotechnology,2012,1876-2778,Frontiers of Nanoscience,4C,Elsevier,"Jesus M. de la Fuente, V. Grazu",19-Jun-2012,http://www.sciencedirect.com/science/book/9780124157699
S&T,eBook - Mathematics 2012,EBCM12,9780444516763,Philosophy of Economics,2009,,Handbook of the Philosophy of Science,,North-Holland,"Uskali M?ki, Dov M. Gabbay, Paul Thagard and John Woods",19-Apr-2012,http://www.sciencedirect.com/science/book/9780444516763
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2012",EBCBGMB12,9780123848604,Regenerative Biology and Medicine (Second Edition),2012,,,,Academic Press,David L. Stocum,19-Apr-2012,http://www.sciencedirect.com/science/book/9780123848604
S&T,eBook - Biomedical Science and Medicine 2012,EBCMD12,9780123820266,Physiology of the Gastrointestinal Tract (Fifth Edition),2012,,,,Academic Press,"Johnson, Leonard",19-Apr-2012,http://www.sciencedirect.com/science/book/9780123820266
S&T,eBook - Earth and Planetary Sciences 2012,EBCEPS12,9780124160422,The Climate of the Mediterranean Region,2012,,,,Elsevier,P. Lionello,19-Apr-2012,http://www.sciencedirect.com/science/book/9780124160422
S&T,eBook - Engineering 2012,EBCE12,9780123971685,Underground Infrastructures,2012,,,,Butterworth-Heinemann,"R.K. Goel, Bhawani Singh and Jian Zhao",19-Apr-2012,http://www.sciencedirect.com/science/book/9780123971685
S&T,eBook - Chemistry 2012,EBCC12,9780080968070,-- Book Title not available --,2012,0959-6380,Progress in Heterocyclic Chemistry,24C,Elsevier,"Gordon W. Gribble, John A. Joule",18-Sep-2012,http://www.sciencedirect.com/science/book/9780080968070
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2012",EBCPTPS12,9780444593894,Advances in Molecular Toxicology,2012,1872-0854,Advances in Molecular Toxicology,6C,Elsevier,James C. Fishbein,18-Aug-2012,http://www.sciencedirect.com/science/book/9780444593894
S&T,eBook - Environmental Science 2012,EBCES12,9780080977607,Alberta Oil Sands,2012,1474-8177,Developments in Environmental Science,11C,Elsevier,Kevin E. Percy,17-Oct-2012,http://www.sciencedirect.com/science/book/9780080977607
S&T,eBook - Neuroscience 2012,EBCN12,9780444520029,Neurobiology of Psychiatric Disorders,2012,0072-9752,Handbook of Clinical Neurology,106C,Elsevier,"Michael J. Aminoff, FrancOis Boller, Dick F. Swaab",17-May-2012,http://www.sciencedirect.com/science/book/9780444520029
S&T,eBook - Biomedical Science and Medicine 2012,EBCMD12,9780123978332,Recent Advances in Cancer Research and Therapy,2012,,,,Elsevier,,17-May-2012,http://www.sciencedirect.com/science/book/9780123978332
S&T,eBook - Chemical Engineering 2012,EBCCE12,9780444594969,Proceedings of the 3rd  Gas Processing Symposium,2012,1876-0147,Advances in Gas Processing,3,Elsevier,,17-May-2012,http://www.sciencedirect.com/science/book/9780444594969
S&T,eBook - Chemistry 2012,EBCC12,9780123914309,Nuclear and Radiochemistry,2012,,,,Elsevier,,17-May-2012,http://www.sciencedirect.com/science/book/9780123914309
S&T,eBook - Computer Science 2012,EBCCS12,9780123910639,Usability in Government Systems,2012,,,,Morgan Kaufmann,,17-May-2012,http://www.sciencedirect.com/science/book/9780123910639
S&T,eBook - Computer Science 2012,EBCCS12,9781597494724,Malware Forensic Field Guide for Windows Systems,2011,,,,Syngress,,17-May-2012,http://www.sciencedirect.com/science/book/9781597494724
S&T,eBook - Mathematics 2012,EBCM12,9780123869432,Actuaries' Survival Guide (Second Edition),2012,,,,Academic Press,,17-May-2012,http://www.sciencedirect.com/science/book/9780123869432
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2012",EBCBGMB12,9780123820082,The Laboratory Mouse (Second Edition),2012,,,,Academic Press,,17-May-2012,http://www.sciencedirect.com/science/book/9780123820082
S&T,eBook - Earth and Planetary Sciences 2012,EBCEPS12,9780444538215,Origins of Human Innovation and Creativity,2012,1571-0866,Developments in Quaternary Sciences,16C,Elsevier,Scott Elias,17-Jul-2012,http://www.sciencedirect.com/science/book/9780444538215
HS,eBook - Clinical Medicine 2012,EBCCM12,9781437716252,Best Evidence for Spine Surgery: 20 Cardinal Cases,2012,,,,W.B. Saunders,,17-Feb-2012,http://www.sciencedirect.com/science/book/9781437716252
HS,eBook - Clinical Medicine 2012,EBCCM12,9781437724110,Physical Rehabilitation of the Injured Athlete (Fourth Edition),2012,,,,W.B. Saunders,,17-Feb-2012,http://www.sciencedirect.com/science/book/9781437724110
HS,eBook - Clinical Medicine 2012,EBCCM12,9781455701049,Essentials of Nuclear Medicine Imaging (Sixth Edition),2012,,,,W.B. Saunders,,17-Feb-2012,http://www.sciencedirect.com/science/book/9781455701049
HS,eBook - Clinical Medicine 2012,EBCCM12,9780323072557,Pediatric Surgery (Seventh Edition),2012,,,,Mosby,,17-Feb-2012,http://www.sciencedirect.com/science/book/9780323072557
HS,eBook - Veterinary Medicine 2012,EBCVM12,9781437701739,Veterinary Hematology,2012,,,,W.B. Saunders,"Alan Stevens, James S. Lowe and Ian Scott",17-Feb-2012,http://www.sciencedirect.com/science/book/9781437701739
S&T,eBook - Physics and Astronomy 2012,EBCPA12,9780124160132,Dimensionless Physical Quantities in Science and Engineering,2012,,,,Elsevier,Josef Kunes,17-Feb-2012,http://www.sciencedirect.com/science/book/9780124160132
S&T,eBook - Chemistry 2012,EBCC12,9780124160149,A Handbook of Magnetochemical Formulae,2012,,,,Elsevier,"Boca, Roman",17-Feb-2012,http://www.sciencedirect.com/science/book/9780124160149
S&T,eBook - Computer Science 2012,EBCCS12,9780124159495,IT Manager's Handbook (Third Edition),2012,,,,Morgan Kaufmann,"Holtsnider, Bill",17-Feb-2012,http://www.sciencedirect.com/science/book/9780124159495
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2012",EBCPTPS12,9780123854810,Pesticide Biotransformation and Disposition,2012,,,,Academic Press,Ernest Hodgson,17-Feb-2012,http://www.sciencedirect.com/science/book/9780123854810
S&T,eBook - Neuroscience 2012,EBCN12,9780123742360,The Human Nervous System (Third Edition),2012,,,,Academic Press,Juergen K. Mai and George Paxinos,17-Feb-2012,http://www.sciencedirect.com/science/book/9780123742360
S&T,eBook - Mathematics 2012,EBCM12,9780123979131,Mathematical Achievements of Pre-Modern Indian Mathematicians,2012,,,,Elsevier,,17-Aug-2012,http://www.sciencedirect.com/science/book/9780123979131
S&T,eBook - Earth and Planetary Sciences 2012,EBCEPS12,9780122511004,Practical Chemical Thermodynamics for Geoscientists,2013,,,,Academic Press,,17-Aug-2012,http://www.sciencedirect.com/science/book/9780122511004
S&T,eBook - Environmental Science 2012,EBCES12,9780444593962,Models of the Ecological Hierarchy,2012,0167-8892,Developments in Environmental Modelling,25C,Elsevier,"Ferenc Jordan, Sven Erik Jorgensen",16-Oct-2012,http://www.sciencedirect.com/science/book/9780444593962
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2012",EBCBGMB12,9780123969521,"Our Genes, Our Choices",2012,,,,Academic Press,David Goldman,16-Mar-2012,http://www.sciencedirect.com/science/book/9780123969521
S&T,eBook - Chemical Engineering 2012,EBCCE12,9780444538468,Engineering for Sustainability,2012,,,,Elsevier,Gerald Jonker and Jan Harmsen,16-Mar-2012,http://www.sciencedirect.com/science/book/9780444538468
S&T,eBook - Chemical Engineering 2012,EBCCE12,9780444543042,Water Quality Indices,2012,,,,Elsevier,Tasneem Abbasi and S.A. Abbasi,16-Mar-2012,http://www.sciencedirect.com/science/book/9780444543042
S&T,eBook - Chemical Engineering 2012,EBCCE12,9780444563361,Nanoparticle Technology Handbook (Second Edition),2012,,,,Elsevier,"Kiyoshi Nogi, Makio Naito and Toyokazu Yokoyama",16-Mar-2012,http://www.sciencedirect.com/science/book/9780444563361
S&T,eBook - Materials Science 2012,EBCMS12,9780123859716,Materials and the Environment (Second Edition),2013,,,,Butterworth-Heinemann,Michael F. Ashby,16-Mar-2012,http://www.sciencedirect.com/science/book/9780123859716
S&T,eBook - Chemistry 2012,EBCC12,9780444563316,Molecularly Imprinted Sensors,2012,,,,Elsevier,,15-Jun-2012,http://www.sciencedirect.com/science/book/9780444563316
S&T,eBook - Engineering 2012,EBCE12,9781437735260,Handbook of Bottle Production and Preforms,2012,,,,William Andrew Publishing,"Brandau, Ottmar",15-Jun-2012,http://www.sciencedirect.com/science/book/9781437735260
S&T,eBook - Environmental Science 2012,EBCES12,9780124159778,Highlights in Helioclimatology,2012,,,,Elsevier,,15-Jun-2012,http://www.sciencedirect.com/science/book/9780124159778
S&T,eBook - Materials Science 2012,EBCMS12,9780124157828,Laser Heating Applications,2012,,,,Elsevier,,15-Jun-2012,http://www.sciencedirect.com/science/book/9780124157828
S&T,eBook - Engineering 2012,EBCE12,9780124158405,Construction Hazardous Materials Compliance Guide Series,2012,,,,Butterworth-Heinemann,,15-Jun-2012,http://www.sciencedirect.com/science/book/9780124158405
S&T,eBook - Psychology 2012,EBCP12,9780124159563,Fundamentals of Motor Control,2013,,,,Academic Press,,15-Jun-2012,http://www.sciencedirect.com/science/book/9780124159563
HS,eBook - Clinical Medicine 2012,EBCCM12,9780323074186,Wounds and Lacerations (Fourth Edition),2012,,,,W.B. Saunders,Charles S. Kleinman and Istvan Seri,15-Apr-2012,http://www.sciencedirect.com/science/book/9780323074186
HS,eBook - Clinical Medicine 2012,EBCCM12,9781416051985,Physics in Nuclear Medicine (Fourth Edition),2012,,,,W.B. Saunders,,15-Apr-2012,http://www.sciencedirect.com/science/book/9781416051985
HS,eBook - Clinical Medicine 2012,EBCCM12,9781437719840,Kendig & Chernick's Disorders of the Respiratory Tract in Children (Eighth Edition),2012,,,,W.B. Saunders,,15-Apr-2012,http://www.sciencedirect.com/science/book/9781437719840
HS,eBook - Clinical Medicine 2012,EBCCM12,9781437722079,Evidence-Based Physical Diagnosis (Third Edition),2012,,,,W.B. Saunders,"Edmund H. Duthie, Jr., Paul R. Katz and Michael Malone",15-Apr-2012,http://www.sciencedirect.com/science/book/9781437722079
HS,eBook - Clinical Medicine 2012,EBCCM12,9781437727630,Hemodynamics and Cardiology: Neonatology Questions and Controversies (Second Edition),2012,,,,W.B. Saunders,,15-Apr-2012,http://www.sciencedirect.com/science/book/9781437727630
HS,eBook - Clinical Medicine 2012,EBCCM12,9781437736113,Neurology: Neonatology Questions and Controversies (Second Edition),2012,,,,W.B. Saunders,,15-Apr-2012,http://www.sciencedirect.com/science/book/9781437736113
HS,eBook - Clinical Medicine 2012,EBCCM12,9781455703081,Aminoff's Electrodiagnosis in Clinical Neurology (Sixth Edition),2012,,,,W.B. Saunders,,15-Apr-2012,http://www.sciencedirect.com/science/book/9781455703081
HS,eBook - Clinical Medicine 2012,EBCCM12,9780323085007,Critical Care Secrets (Fifth Edition),2013,,,,Mosby,,14-Sep-2012,http://www.sciencedirect.com/science/book/9780323085007
HS,eBook - Clinical Medicine 2012,EBCCM12,9781455706952,Sande's HIV/AIDS Medicine,2012,,,,W.B. Saunders,,14-Sep-2012,http://www.sciencedirect.com/science/book/9781455706952
HS,eBook - Clinical Medicine 2012,EBCCM12,9781437726077,Head and Neck Pathology (Second Edition),2013,,,,W.B. Saunders,,14-Sep-2012,http://www.sciencedirect.com/science/book/9781437726077
HS,eBook - Clinical Medicine 2012,EBCCM12,9781437727661,Hypertension: A Companion to Braunwald???s Heart Disease (Second Edition),2012,,,,W.B. Saunders,,14-Sep-2012,http://www.sciencedirect.com/science/book/9781437727661
HS,eBook - Clinical Medicine 2012,EBCCM12,9781437729306,Vascular Medicine: A Companion to Braunwald's Heart Disease (Second Edition),2013,,,,W.B. Saunders,,14-Sep-2012,http://www.sciencedirect.com/science/book/9781437729306
HS,eBook - Clinical Medicine 2012,EBCCM12,9781455707928,Clinical Respiratory Medicine (Fourth Edition),2012,,,,W.B. Saunders,,14-Sep-2012,http://www.sciencedirect.com/science/book/9781455707928
HS,eBook - Health Professions 2012,EBCHP12,9780702031366,Lower Extremity Soft Tissue & Cutaneous Plastic Surgery (Second Edition),2012,,,,W.B. Saunders,,14-Sep-2012,http://www.sciencedirect.com/science/book/9780702031366
S&T,eBook - Biomedical Science and Medicine 2012,EBCMD12,9780124160453,Obesity,2012,,,,Elsevier,,14-Sep-2012,http://www.sciencedirect.com/science/book/9780124160453
S&T,eBook - Earth and Planetary Sciences 2012,EBCEPS12,9780444594129,Coal and Peat Fires: A Global Perspective,2012,,,,Elsevier,,14-Sep-2012,http://www.sciencedirect.com/science/book/9780444594129
S&T,eBook - Energy 2012,EBCEN12,9780123919144,Gas and Oil Reliability Engineering,2013,,,,Gulf Professional Publishing,,14-Sep-2012,http://www.sciencedirect.com/science/book/9780123919144
S&T,eBook - Engineering 2012,EBCE12,9780080971230,Marine Propellers and Propulsion (Third Edition),2012,,,,Butterworth-Heinemann,"Carlton, John",14-Sep-2012,http://www.sciencedirect.com/science/book/9780080971230
S&T,eBook - Environmental Science 2012,EBCES12,9780120885718,Environmental Fluid Dynamics,2012,,,,Academic Press,"Imberger, Jorg",14-Sep-2012,http://www.sciencedirect.com/science/book/9780120885718
S&T,eBook - Materials Science 2012,EBCMS12,9780123969897,Microstructure Sensitive Design for Performance Optimization,2013,,,,Butterworth-Heinemann,,14-Sep-2012,http://www.sciencedirect.com/science/book/9780123969897
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2012",EBCPTPS12,9780123919113,Clinical Trials,2012,,,,Academic Press,Tom Brody,13-Jan-2012,http://www.sciencedirect.com/science/book/9780123919113
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2012",EBCPTPS12,9780444538567,Histopathology of Preclinical Toxicity Studies (Fourth Edition),2012,,,,Academic Press,"Greaves, Peter",13-Jan-2012,http://www.sciencedirect.com/science/book/9780444538567
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780123877123,Breakthrough Food Product Innovation Through Emotions Research,2012,,,,Academic Press,David Lundahl,13-Jan-2012,http://www.sciencedirect.com/science/book/9780123877123
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2012",EBCBGMB12,9780123855442,Molecular Biology Techniques (Third Edition),2012,,,,Academic Press,"Carson, Susan",13-Jan-2012,http://www.sciencedirect.com/science/book/9780123855442
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2012",EBCBGMB12,9780123877383,Cell Physiology Source Book (Fourth Edition),2011,,,,Academic Press,Nicholas Sperelakis,13-Jan-2012,http://www.sciencedirect.com/science/book/9780123877383
S&T,eBook - Chemical Engineering 2012,EBCCE12,9780080966595,Chemical Engineering Design (Second Edition),2012,,,,Butterworth-Heinemann,"Sinnott, R K",13-Jan-2012,http://www.sciencedirect.com/science/book/9780080966595
S&T,eBook - Chemistry 2012,EBCC12,9780123849700,Organic Structure Determination Using 2-D NMR Spectroscopy (Second Edition),2012,,,,Academic Press,Jeffrey H. Simpson,13-Jan-2012,http://www.sciencedirect.com/science/book/9780123849700
S&T,eBook - Chemistry 2012,EBCC12,9780123859242,Flow Analysis with Spectrophotometric and Luminometric Detection,2012,,,,Elsevier,"Zagatto, Elias Ayres Guidetti",13-Jan-2012,http://www.sciencedirect.com/science/book/9780123859242
S&T,eBook - Computer Science 2012,EBCCS12,9780123822338,Risk Analysis and the Security Survey (Fourth Edition),2012,,,,Butterworth-Heinemann,James F. Broder and Gene Tucker,13-Jan-2012,http://www.sciencedirect.com/science/book/9780123822338
S&T,eBook - Computer Science 2012,EBCCS12,9780123854964,User Experience Management,2011,,,,Morgan Kaufmann,"Lund, Arnie",13-Jan-2012,http://www.sciencedirect.com/science/book/9780123854964
S&T,eBook - Computer Science 2012,EBCCS12,9780123919229,Content Strategy at Work,2012,,,,Morgan Kaufmann,Margot Bloomstein,13-Jan-2012,http://www.sciencedirect.com/science/book/9780123919229
S&T,eBook - Earth and Planetary Sciences 2012,EBCEPS12,9780123838322,Encyclopedia of Caves (Second Edition),2012,,,,Academic Press,William B. White and David C. Culver,13-Jan-2012,http://www.sciencedirect.com/science/book/9780123838322
S&T,eBook - Earth and Planetary Sciences 2012,EBCEPS12,9780123850485,Parameter Estimation and Inverse Problems (Second Edition),2013,,,,Academic Press,"Richard C. Aster, Brian Borchers and Clifford H. Thurber",13-Jan-2012,http://www.sciencedirect.com/science/book/9780123850485
S&T,eBook - Mathematics 2012,EBCM12,9780123822178,The Nuts and Bolts of Proofs (Fourth Edition),2012,,,,Academic Press,"Cupillari, Antonella",13-Jan-2012,http://www.sciencedirect.com/science/book/9780123822178
S&T,eBook - Mathematics 2012,EBCM12,9780123969637,R and Data Mining,2012,,,,Academic Press,Yangchang Zhao,13-Dec-2012,http://www.sciencedirect.com/science/book/9780123969637
S&T,eBook - Physics and Astronomy 2012,EBCPA12,9780444537867,Quantum Mechanics with Applications to Nanotechnology and Information Science,2012,,,,Academic Press,,13-Dec-2012,http://www.sciencedirect.com/science/book/9780444537867
S&T,eBook - Biomedical Science and Medicine 2012,EBCMD12,9780123814623,Seldin and Giebisch's The Kidney (Fifth Edition),2012,,,,Academic Press,"Robert J. Alpern, Orson W. Moe and Michael Caplan",13-Dec-2012,http://www.sciencedirect.com/science/book/9780123814623
S&T,eBook - Engineering 2012,EBCE12,9780123821966,Embedded Systems Architecture (Second Edition),2012,,,,Newnes,Tammy Noergaard,13-Dec-2012,http://www.sciencedirect.com/science/book/9780123821966
S&T,eBook - Finance 2012,EBCF12,9780127444833,Performance Evaluation and Attribution of Security Portfolios,2012,,,,Academic Press,,13-Dec-2012,http://www.sciencedirect.com/science/book/9780127444833
S&T,eBook - Materials Science 2012,EBCMS12,9780444626257,Bioscience and Bioengineering of Titanium Materials (Second Edition),2013,,,,Elsevier,Yoshiki  Oshida,13-Dec-2012,http://www.sciencedirect.com/science/book/9780444626257
S&T,eBook - Computer Science 2012,EBCCS12,9780124071896,Federated Identity Primer,2013,,,,Syngress,Derrick  Rountree,13-Dec-2012,http://www.sciencedirect.com/science/book/9780124071896
S&T,eBook - Physics and Astronomy 2012,EBCPA12,9780124071773,Liquid Glass Transition,2013,,,,Elsevier,Toyoyuki  Kitamura,13-Dec-2012,http://www.sciencedirect.com/science/book/9780124071773
S&T,eBook - Mathematics 2012,EBCM12,9780123970138,Multipoint Methods,2013,,,,Academic Press,Miodrag  Petkovic and Beny  Neta,13-Dec-2012,http://www.sciencedirect.com/science/book/9780123970138
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780124045606,Agricultural Sustainability,2013,,,,Academic Press,Gurbir S. Bhullar and Navreet K. Bhullar,13-Dec-2012,http://www.sciencedirect.com/science/book/9780124045606
S&T,eBook - Mathematics 2012,EBCM12,9780123969743,Particulate Morphology,2012,,,,Elsevier,Keishi Gotoh,13-Apr-2012,http://www.sciencedirect.com/science/book/9780123969743
S&T,"eBook - Pharmacology, Toxicology and Pharmaceutical Science 2012",EBCPTPS12,9780124157873,Global Clinical Trials Playbook,2012,,,,Academic Press,Menghis Bairu and Richard Chin,13-Apr-2012,http://www.sciencedirect.com/science/book/9780124157873
S&T,eBook - Physics and Astronomy 2012,EBCPA12,9780123846563,Fusion (Second Edition),2012,,1514/Complementary Science,,Academic Press,Garry McCracken and Peter Stott,13-Apr-2012,http://www.sciencedirect.com/science/book/9780123846563
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780123868992,Manual of Techniques in Invertebrate Pathology (Second Edition),2012,,0458/Biological Techniques Series,,Academic Press,Lawrence A. Lacey,13-Apr-2012,http://www.sciencedirect.com/science/book/9780123868992
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2012",EBCBGMB12,9780123852120,Human Genes and Genomes,2013,,,,Academic Press,Leon Rosenberg and Diane Rosenberg,13-Apr-2012,http://www.sciencedirect.com/science/book/9780123852120
S&T,eBook - Engineering 2012,EBCE12,9781455725519,Film Properties of Plastics and Elastomers (Third Edition),2012,,Plastics Design Library,,William Andrew Publishing,Laurence W. McKeen,13-Apr-2012,http://www.sciencedirect.com/science/book/9781455725519
S&T,eBook - Energy 2012,EBCEN12,9780080982069,Geothermal Power Plants (Third Edition),2013,,,,Butterworth-Heinemann,Ronald DiPippo,13-Apr-2012,http://www.sciencedirect.com/science/book/9780080982069
S&T,eBook - Neuroscience 2012,EBCN12,9780123869456,Translational Neuroimaging,2012,,,,Academic Press,Robert A. McArthur,12-Oct-2012,http://www.sciencedirect.com/science/book/9780123869456
S&T,eBook - Immunology and Microbiology 2012,EBCIM12,9780123943859,Eosinophils in Health and Disease,2012,,,,Academic Press,,12-Oct-2012,http://www.sciencedirect.com/science/book/9780123943859
S&T,eBook - Engineering 2012,EBCE12,9780123970237,Nonlinear Fiber Optics (Fifth Edition),2013,,Optics and Photonics,,Academic Press,"Agrawal, Govind",12-Oct-2012,http://www.sciencedirect.com/science/book/9780123970237
S&T,eBook - Computer Science 2012,EBCCS12,9780124159532,Agile User Experience Design,2013,,,,Morgan Kaufmann,Diana Brown,12-Oct-2012,http://www.sciencedirect.com/science/book/9780124159532
S&T,eBook - Materials Science 2012,EBCMS12,9780080971339,Underneath the Bragg Peaks,2012,1470-1804,Pergamon Materials Series,16C,Pergamon,"Takeshi Egami, Simon J.L. Billinge",12-Nov-2012,http://www.sciencedirect.com/science/book/9780080971339
S&T,eBook - Chemistry 2012,EBCC12,9780444538369,Bioactive Natural Products,2012,1572-5995,Studies in Natural Products Chemistry,36C,Elsevier,Atta-ur-Rahman,12-May-2012,http://www.sciencedirect.com/science/book/9780444538369
S&T,eBook - Chemistry 2012,EBCC12,9780123848628,Chemical Analysis of Food: Techniques and Applications,2012,,,,Academic Press,,12-Jul-2012,http://www.sciencedirect.com/science/book/9780123848628
S&T,eBook - Computer Science 2012,EBCCS12,9780123944252,Data Virtualization for Business Intelligence Systems,2012,,,,Morgan Kaufmann,,12-Jul-2012,http://www.sciencedirect.com/science/book/9780123944252
S&T,eBook - Finance 2012,EBCF12,9780123978264,Understanding the Chinese Economies,2013,,,,Academic Press,,12-Jul-2012,http://www.sciencedirect.com/science/book/9780123978264
S&T,eBook - Engineering 2012,EBCE12,9780080966526,Manual of Engineering Drawing (Fourth Edition),2012,,,,Butterworth-Heinemann,,11-May-2012,http://www.sciencedirect.com/science/book/9780080966526
S&T,eBook - Engineering 2012,EBCE12,9780123859204,Control System Design Guide (Fourth Edition),2012,,,,Butterworth-Heinemann,,11-May-2012,http://www.sciencedirect.com/science/book/9780123859204
S&T,eBook - Engineering 2012,EBCE12,9780123868862,Embedded Systems Security,2012,,,,Newnes,,11-May-2012,http://www.sciencedirect.com/science/book/9780123868862
S&T,eBook - Materials Science 2012,EBCMS12,9780080971728,Nanotechnology Cookbook,2012,,,,Elsevier,,11-May-2012,http://www.sciencedirect.com/science/book/9780080971728
S&T,eBook - Engineering 2012,EBCE12,9780123969941,"Hydrostatic, Aerostatic and Hybrid Bearing Design",2013,,,,Butterworth-Heinemann,,11-May-2012,http://www.sciencedirect.com/science/book/9780123969941
S&T,eBook - Chemistry 2012,EBCC12,9780444595300,Bioactive Natural Products,2012,1572-5995,Studies in Natural Products Chemistry,38C,Elsevier,Atta-ur-Rahman,11-Aug-2012,http://www.sciencedirect.com/science/book/9780444595300
S&T,eBook - Earth and Planetary Sciences 2012,EBCEPS12,9780444529893,Sulfidic Sediments and Sedimentary Rocks,2012,0070-4571,Developments in Sedimentology,65C,Elsevier,David Rickard,10-Nov-2012,http://www.sciencedirect.com/science/book/9780444529893
HS,eBook - Clinical Medicine 2012,EBCCM12,9780323086974,Cardiovascular Physiology (Tenth Edition),2013,,,,Content Repository Only!,,10-Dec-2012,http://www.sciencedirect.com/science/book/9780323086974
HS,eBook - Clinical Medicine 2012,EBCCM12,9781455726721,Electromyography and Neuromuscular Disorders (Third Edition),2013,,,,W.B. Saunders,,10-Dec-2012,http://www.sciencedirect.com/science/book/9781455726721
HS,eBook - Veterinary Medicine 2012,EBCVM12,9781416039693,Clinical Veterinary Advisor,2013,,,,W.B. Saunders,,10-Dec-2012,http://www.sciencedirect.com/science/book/9781416039693
HS,eBook - Veterinary Medicine 2012,EBCVM12,9781455707171,Small Animal Toxicology (Third Edition),2013,,,,W.B. Saunders,,10-Dec-2012,http://www.sciencedirect.com/science/book/9781455707171
S&T,"eBook - Biochemistry, Genetics and Molecular Biology 2012",EBCBGMB12,9780123847270,Scientific Papers and Presentations (Third Edition),2013,,,,Academic Press,"Davis, Martha",10-Aug-2012,http://www.sciencedirect.com/science/book/9780123847270
S&T,eBook - Chemical Engineering 2012,EBCCE12,9780123971890,Lees' Loss Prevention in the Process Industries (Fourth Edition),2012,,,,Butterworth-Heinemann,,10-Aug-2012,http://www.sciencedirect.com/science/book/9780123971890
S&T,eBook - Agricultural and Biological Sciences 2012,EBCABS12,9780123820860,Sensory Evaluation Practices (Fourth Edition),2012,1082-0132,Food Science and Technology,,Academic Press,,10-Aug-2012,http://www.sciencedirect.com/science/book/9780123820860
S&T,eBook - Chemical Engineering 2012,EBCCE12,9780444537881,Next Generation of International Chemical Additives,2013,,,,Elsevier,,10-Aug-2012,http://www.sciencedirect.com/science/book/9780444537881
S&T,eBook - Computer Science 2012,EBCCS12,9780124159341,Collaborative Enterprise Architecture,2012,,,,Morgan Kaufmann,,10-Aug-2012,http://www.sciencedirect.com/science/book/9780124159341
